ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Wine,Italy Wine,Italy Sparkling Wine,ITALY,826875,VILLA TERESA - ROSE FRIZZANTE ORGANIC,8007615000076,0.75,1,11,19.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,117300,BOLGHERI - POGGIO AL TESORO IL SEGGIO 2018,8033049450408,0.75,1,14,52.99,0
Wine,France Wine,France Red Wine,FRANCE,142946,HAUT MEDOC - CHATEAU LANESSAN 2018,,0.75,1,13,45,NA
Wine,France Wine,France Red Wine,FRANCE,143473,BORDEAUX - CHATEAU D'AIGUILHE 2018,714153275887,0.75,1,13,60,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,191239,GRAHAM - LATE BOTTLED VINTAGE PORT 2017,5010867400092,0.75,1,20,26.99,8
Wine,France Wine,France Red Wine,FRANCE,229399,CHAMBOLLE MUSIGNY 1ER - COMTE GEORGE DE VOGUE 2019,3760012993109,0.75,1,14,465.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,252952,CULMINA - MALBEC 2017,827413001048,0.75,1,14,44.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,353315,MACALLAN - MASTERS OF PHOTOGRAPHY 4 NO.12574,87236100988,0.375,1,55.6,2050,NA
Spirits,Vodka,Straight Vodka,CANADA,477893,POLAR ICE,48415411301,0.375,1,40,11.79,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,606665,CABERNET SAUVIGNON MALBEC - CATENA ZAPATA NICOLAS 2019,7794450008305,0.75,1,13.5,144.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,641688,CABERNET SAUVIGNON - SANTA ANA LA MASCOTA,7790762050117,0.75,1,14,18.99,0
Wine,France Wine,France Red Wine,FRANCE,60866,PAUILLAC - CHATEAU MOUTON ROTHSCHILD 2019,,0.75,1,13,1500,NA
Wine,France Wine,France White Wine,FRANCE,143851,PESSAC LEOGNAN - CHATEAU SMITH HAUT LAFITTE BLANC 2018,,0.75,1,13,280,NA
Refreshment Beverages,Coolers,Spirit Coolers,UNITED STATES OF AMERICA,380439,HIGH NOON - PASSION FRUIT HARD SELTZER CAN,85000432563,0.355,4,4.5,11.99,NA
Beer,Import Beer,Europe Beer,NETHERLANDS,392290,HOLLANDIA PREMIUM LAGER CANS,8714800045018,0.44,6,5,16.79,NA
Wine,France Wine,France Red Wine,FRANCE,392694,PESSAC LEOGNAN - CHATEAU OLIVIER ROUGE 2019,,0.75,1,14.5,75,NA
Spirits,Whisky,Irish Whiskey,IRELAND,437710,SILKIE - DARK IRISH WHISKEY,5391532620725,0.75,1,46,68.99,NA
Wine,Chile Wine,Chile Red Wine,CHILE,445656,CARIGNAN MAULE VALLEY - BISQUERTT CRAZY ROWS 2020,7804343005585,0.75,1,13.5,19.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,473835,WHISTLER - WINTER DUNKEL,626990088073,0.65,1,5,5.99,NA
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,476829,HINE - DOMAINE HINE BONNEUIL 2008,3760107311221,0.7,1,42.7,209.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,675926,BRUNELLO DI MONTALCINO - CIACCI PICCOLOMINI D'ARAGONA 2012,8032605841476,0.75,1,15,115.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,879908,BRUNELLO DI MONTALCINO - CIACCI PICCOLOMINI VIGNA DI PIANROS,8032605845108,0.75,1,14,269.99,0
Spirits,Vodka,Flavoured Vodka,SWEDEN,8315,ABSOLUT - JUICE STRAWBERRY EDITION,7312040552474,0.75,1,35,28.49,NA
Wine,France Wine,France Champagne Wine,FRANCE,36512,DEUTZ - AMOUR DE DEUTZ BRUT 2006,3359950174437,1.5,1,12.5,500,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,58912,NAPA VALLEY RED - OPUS ONE 2012,753604063123,1.5,1,14.5,1500,NA
Wine,Italy Wine,Italy Red Wine,ITALY,143164,BRUNELLO DI MONTALCINO - VIGNA DI PIANROSSO 2012,8032605840295,0.75,1,14.5,149.99,0
Wine,Italy Wine,Italy White Wine,ITALY,151860,PINOT GRIGIO DELLE VENEZIE - KRIS 2021,98709436206,0.75,1,12.5,19.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,185924,BIERZO - DESCENDIENTES DE J PALACIOS LAS LAMAS 2016,8436559740623,0.75,1,14,119.99,0
Wine,France Wine,France Champagne Wine,FRANCE,223928,PIPER HEIDSIECK - RARE LE SECRET,3018333008522,1.5,1,12,2100,0
Spirits,Liqueurs,Fruit Liqueurs,FRANCE,228031,GRAND MARNIER - CORDON ROUGE,3018300000580,0.2,1,40,15.79,NA
Wine,Fortified Wine,Port Wine,PORTUGAL,229082,TAYLOR FLADGATE - VINTAGE 2000,5013626110904,1.5,1,20,459.99,10
Spirits,Vodka,Straight Vodka,CANADA,271965,SMIRNOFF - RED LABEL,776103000239,0.2,1,40,9.29,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,290064,MONSTER VINEYARDS - MERLOT 2015,626990269298,0.75,1,13.5,13.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,374686,CABERNET SAUVIGNON - THE SHOW 2016,894509008502,0.75,1,13.8,18.99,0
Wine,France Wine,France Champagne Wine,FRANCE,390594,CHAMPAGNE VINCENT COUCHE - CHARDONNAY DE MONTGUEUX EXTRA-BR,3760163420110,0.75,1,12.5,104.97,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,417329,PAPPY VAN WINKLE'S - 15 YEAR OLD FAMILY RESERVE,89319123723,0.75,1,53.5,324.99,NA
Spirits,Rum,Amber Rum,JAMAICA,466854,APPLETON ESTATE - SIGNATURE BLEND,69321004852,0.375,1,40,15.99,NA
Wine,France Wine,France Fruit and Dessert Wine,FRANCE,485860,BANYULS - PIETRI GERAUD 1951 VINTAGE,7035991557502,0.75,1,16,275.99,9
Wine,Fortified Wine,Vermouth Wine,CANADA,532242,ODD SOCIETY - BITTERSWEET VERMOUTH,627843244639,0.375,1,18,20.99,10
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,35637,ZINFANDEL - CARNIVOR,85000024973,0.75,1,14.5,19.99,0
Wine,France Wine,France Red Wine,FRANCE,178316,PESSAC LEOGNAN - CHATEAU HAUT-BAILLY 2017,3760278780765,0.75,1,13,225,NA
Wine,France Wine,France Red Wine,FRANCE,188144,MERCUREY - DOMAINE FAIVELEY LA FRAMBOISIERE MONOPOLE 2019,3351001442014,0.75,1,13,74.99,0
Wine,France Wine,France Rose Wine,FRANCE,201523,PROVENCE ROSE - CHEVALIER TORPEZ PETITE BRAVADE 2018,3413940000196,0.75,1,13.5,23.99,0
Wine,Other Country Wine,Other Country Red Wine,CANADA,399766,LDB GIFT BOX $150,626990217909,0.75,3,13.5,149.99,NA
Wine,France Wine,France White Wine,FRANCE,466795,CHABLIS 1ER CRU VOSGROS - GILBERT PICQ,847060014017,0.75,1,13.5,70.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,470185,TOSCANA - MASSETO 2019,818201021638,1.5,1,14,2350,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,519439,MENDOZA RED - NORTON PRIVADA,7792319678027,0.75,1,14,26.49,0
Spirits,Vodka,Straight Vodka,UNITED STATES OF AMERICA,694406,NEW AMSTERDAM VODKA NO 525,85000019498,0.75,1,40,25.49,NA
Wine,France Wine,France Red Wine,FRANCE,39873,POMEROL - CHATAEU LA GRAVE 2019,3328155011847,0.75,1,13,95,NA
Wine,France Wine,France White Wine,FRANCE,41421,CHABLIS PREMIER CRU - LAROCHE LES VAILLONS VIEILLES VIGNES,3292060014418,0.75,1,13,47.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,58485,PHANTOM CREEK ESTATES - PINOT GRIS 2020,696852069731,0.75,1,13.4,27.99,0
Wine,France Wine,France Red Wine,FRANCE,97372,MARGAUX - CHATEAU FERRIERE 2018,3609050944400,0.75,1,13,110,NA
Wine,France Wine,France Red Wine,FRANCE,129560,POMMARD 1ER LES CHARMOTS - DOMAINE CYROT BUTHIAU 2015,3945700000837,0.75,1,13,99.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,135210,LAPHROAIG - 10 YEAR OLD,5010019640253,0.75,1,43,81.69,0
Spirits,Rum,Amber Rum,DOMINICAN REPUBLIC,223779,BARCELO - GRAN ANEJO,856981000177,0.75,1,40,39.99,NA
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,380998,SAUVIGNON BLANC - TOHU MARLBOROUGH SINGLE VINEYARD 2021,9421003130012,0.75,1,13.5,26.99,0
Spirits,Whisky,Canadian Whisky,CANADA,440600,MACALONEY'S ISLAND DISTILLERY - BC SELECT INVERNAHAVEN 58 PE,696852102964,0.7,1,58,119.97,NA
Wine,France Wine,France Red Wine,FRANCE,483730,BOURGOGNE HAUTES COTES DE NUITS - AU VALLON DOMAINE MICHEL G,3587011119169,0.75,1,14,58.99,0
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,495513,JOHNNIE WALKER - BLACK ICON,5000267185996,0.75,1,40,60.99,NA
Spirits,Whisky,Other Country Whisky,JAPAN,4791,AKASHI JAPANESE BLENDED WHISKY,4969265703308,0.5,1,40,70.99,NA
Refreshment Beverages,Cider,Domestic Cider,CANADA,34176,GROWERS - SUMMER PEACH CAN,63657036228,0.355,6,5,13.49,NA
Wine,France Wine,France Red Wine,FRANCE,70565,CHATEAU CANTENAC BROWN 2014,3760020113179,0.75,1,13,85,NA
Wine,France Wine,France White Wine,FRANCE,90668,PESSAC LEOGNAN - CHATEAU LA GARDE BLANC 2018,3258691585383,0.75,1,13,50,NA
Wine,France Wine,France Red Wine,FRANCE,97039,PESSAC LEOGNAN - CHATEAU PAPE CLEMENT ROUGE 2018,3760020785956,0.75,1,13,225,NA
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,MEXICO,123331,KAHLUA,89540454115,0.375,1,16,17.99,0
Wine,France Wine,France Red Wine,FRANCE,142974,ST ESTEPHE - CHATEAU LILIAN LADOUYS 2018,3760211021054,0.75,1,13,55,NA
Wine,France Wine,France Red Wine,FRANCE,153850,MOREY SAINT DENIS - GERARD RAPHET 2018,626990385868,0.75,1,13.5,125.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,164310,CHIANTI CLASSICO GRAN SELEZIONE - RUFFINO ROMITORIO DI SANTE,8001660251650,0.75,1,15,70.99,0
Wine,France Wine,France Champagne Wine,FRANCE,453848,MOET AND CHANDON - IMPERIAL BRUT GOLD,696852084796,1.5,1,12,172.99,0
Wine,Fortified Wine,Vermouth Wine,PORTUGAL,456101,SOBERBO - VERMOUTH,5601085003198,0.75,1,18.5,31.99,10
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,462975,SHIRAZ - FRANKLAND ESTATE,9329036000497,0.75,1,14.5,29.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,477150,SHIRAZ - MILES FROM NOWHERE,9341193000028,0.75,1,14.5,30.99,0
Wine,France Wine,France Red Wine,FRANCE,485373,MADIRAN - BRUMONT CHATEAU MONTUS 2016,3372220160015,0.75,1,14,42.99,0
Wine,New Zealand Wine,New Zealand Red Wine,NEW ZEALAND,493919,PINOT NOIR - TE KANO KIN 2019,9421904727113,0.75,1,14,26.97,NA
Wine,France Wine,France White Wine,FRANCE,612119,GEWURZTRAMINER - PFAFFENHEIM PFAFF 2019,3185130081024,0.75,1,14,21.99,0
Wine,Italy Wine,Italy White Wine,ITALY,863613,FALANGHINA DEL SANNIO - LA GUARDIENSE JANARE,8010145300172,0.75,1,13.5,19.79,1
Spirits,Grape and Fruit Brandy,Brandy,FRANCE,8888,ST. REMY - V.S.O.P.,88352103280,0.75,1,40,28.99,NA
Wine,France Wine,France Red Wine,FRANCE,60296,PAUILLAC - CARRUADES DE LAFITE 2018,,0.75,1,13,550,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,66016,NUDE VODKA SODA - BLACK CHERRY CAN,32302448495,0.355,6,5,14.99,NA
Wine,Canada - BC,Canada - BC Rose Wine,CANADA,118094,FERN WALK -ROSE,776545501134,0.75,1,13,19.99,0
Wine,France Wine,France Red Wine,FRANCE,123863,PAUILLAC - LES TOURELLES DE LONGUEVILLE 2018,3760020098346,0.75,1,13,90,NA
Wine,France Wine,France Red Wine,FRANCE,125856,RASTEAU - PERRIN L'ANDEOL 2018,631470006522,0.75,1,14,21.99,0
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,148525,JOHNNIE WALKER - GAME OF THRONES A SONG OF ICE,88076184121,0.75,1,40.2,60.99,NA
Wine,France Wine,France White Wine,FRANCE,167145,SAINT JOSEPH BLANC - CHAPOUTIER LES GRANITS 2014,3391181951234,0.75,1,13.5,105.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,361952,MACALLAN - 30 YEAR OLD SINGLE CASK LMDW ARTIST SERIES 10,,0.7,1,53.5,3200,NA
Wine,France Wine,France White Wine,FRANCE,416482,CHABLIS PREMIER CRU - DOMAINE GAUTHERON MONT DE MILIEU,3760040174006,0.75,1,13,58.99,0
Wine,France Wine,France Red Wine,FRANCE,476846,COTES DU RHONE - CHAPOUTIER BELLERUCHE 2019,3391180019515,0.75,1,14,22.99,0
Spirits,Whisky,American Whiskey,UNITED STATES OF AMERICA,494107,JACK DANIEL'S - BONDED 1938 SERIES,82184005934,0.7,1,50,46.99,NA
Spirits,Tequila,Mezcal,MEXICO,528836,LOS SIETE MISTERIOS - DOBA-YEJ MEZCAL,7503016487337,0.75,1,44,74.99,NA
Spirits,Tequila,Gold Tequila,MEXICO,698621,DON JULIO - REPOSADO,674545000414,0.75,1,40,99.99,NA
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,928234,REMY MARTIN - 1738 ACCORD ROYAL,87236002114,0.75,1,40,143.99,NA
Wine,France Wine,France Red Wine,FRANCE,943449,CHATEAU LASCOMBES 2013,,0.75,1,13,120,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,13920,HESTER CREEK - SELECTED BARRELS CABERNET MERLOT 2019,626037003021,0.75,1,13.6,21.99,0
Refreshment Beverages,Cider,Domestic Cider,CANADA,116356,NO BOATS ON SUNDAY - BC CIDER TALL CAN,48162015647,0.473,4,5,14.49,NA
Spirits,Whisky,Irish Whiskey,IRELAND,130925,REDBREAST - 12 YO IRISH WHISKEY CASK STRENGH,80432107362,0.75,1,58.1,114.99,NA
Wine,France Wine,France White Wine,FRANCE,298505,LUBERON - LA VIEILLE FERME,631470000049,0.75,1,12,13.99,0
Wine,France Wine,France Red Wine,FRANCE,389128,PESSAC LEOGNAN - CHATEAU CARBONNIEUX ROUGE 2019,,0.75,1,13,90,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,413410,GLENDRONACH - 12 YEAR OLD,81128002114,0.75,1,43,115.99,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,426021,LOS FLAMINGOS - VARIETY 6 PACK CAN,628693391184,0.355,6,5,14.49,NA
Wine,Italy Wine,Italy Red Wine,ITALY,439417,BARBARESCO - PELISSERO TULIN 2017,660087004287,0.75,1,14.5,99.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,449981,WOODFORD RESERVE - PERSONAL SELECTION,8112800136,1,1,45.2,85.99,NA
Spirits,Grape and Fruit Brandy,Cognac,FRANCE,476914,COURVOISIER - XO ROYAL,3049197710412,0.7,1,40,430.99,NA
Beer,Import Beer,Europe Beer,SPAIN,638759,ALHAMBRA RESERVA 1925,84195326,0.33,6,6.4,15.79,NA
Wine,France Wine,France White Wine,FRANCE,672642,CHASSAGNE MONTRACHET 1ER LES VERGERS - DOM FONT GAGNARD 16,3322718041210,0.75,1,13,185.99,0
Spirits,Vodka,Straight Vodka,FRANCE,772350,GREY GOOSE,5010677856003,4.5,1,40,419.99,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,22635,PETITE SIRAH - QUARISA Q NEW SOUTH WALES 2017,9337739000577,0.75,1,14.71,16.47,0
Wine,Sake,Japan Sake,JAPAN,27998,YOSHI NO GAWA - BREWMASTER'S CHOICE PREMIUM HONJOZO SAKE,4979656001968,0.72,1,15.5,27.79,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,31198,OPEN - SMOOTH WHITE,63657036105,0.75,1,13,14.99,1
Beer,Import Beer,Europe Beer,FRANCE,69727,KRONENBOURG 1664 BLANC CAN,3080216053189,0.33,12,5,28.29,NA
Wine,France Wine,France Red Wine,FRANCE,155689,CHATEAU CHEVAL BLANC 2009,,0.75,1,13,2000,0
Wine,France Wine,France Red Wine,FRANCE,178465,COTES DE CASTILLON - CHATEAU JOUANIN 2016,3664208000292,0.75,1,14,25,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,180565,FERNIE BREWING - HIT THE DECK HAZY IPA CAN,626990303398,0.355,6,6.4,14.29,NA
Spirits,Vodka,Straight Vodka,LATVIA,205617,STOLI - PREMIUM,4750021000096,1.14,1,40,39.49,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,213686,RIOJA GRAN RESERVA - MUGA PRADO ENEA 2014,615503220956,0.75,1,14.5,105.99,0
Wine,France Wine,France White Wine,FRANCE,217562,RIESLING - DOMAINE WEINBACH GRAND CRU SCHLOSSBERG 2018,3434040014999,0.75,1,13.5,70.99,0
Wine,France Wine,France Red Wine,FRANCE,250478,COTE ROTIE - CHAPOUTIER LA MORDOREE 2019,3391180012127,0.75,1,14,208.99,1
Wine,Canada - BC,Canada - BC Rose Wine,CANADA,387299,IMBZZL OLIVER - RUSE ROSE,63657043189,0.75,1,13.9,19.99,0
Wine,Other Country Wine,Other Country Red Wine,CANADA,419523,LDB GIFT BOX $125,626990217893,0.75,3,13.5,125.99,NA
Wine,France Wine,France White Wine,FRANCE,419989,CROZES HERMITAGE - PAUL JABOULET MULE BLANCHE 2019,3105716250194,0.75,1,14.5,65.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,420147,THE WISEMAN - KENTUCKY STRAIGHT BOURBON,857361007229,0.75,1,45.4,70.99,NA
Spirits,Liqueurs,Whiskey Liqueurs,CANADA,456409,FIREBALL - WHISKY ANTI VALENTINE'S DAY PACK,88004036959,0.05,10,33,24.49,NA
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,476760,SAUVIGNON BLANC - WAIRAU RIVER MARLBOROUGH 2022,696852096812,0.75,1,13,23.99,0
Wine,France Wine,France White Wine,FRANCE,485766,MUSCADET -  DOMAINE BONNET SEVRE ET MAINE SUR LIE LES GAUTRO,3497850009074,0.75,1,12.5,32.99,0
Wine,France Wine,France Red Wine,FRANCE,499825,BOURGOGNE PINOT NOIR - ALBERT SOUNIT LES CORBAISONS 2022,3760163357638,0.75,1,13,46.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,531454,OKANAGAN CRUSH PAD - FREE FORM PINOT GRIS,626990467885,0.75,1,13,31.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,749952,CABERNET SAUVIGNON - TRUCHARD CARNEROS NAPA 2017,899062000789,0.75,1,14.2,47.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,760843,LABATT - BUD LIGHT CAN,,0.355,12,4,23.29,NA
Spirits,Grape and Fruit Brandy,Pisco,CHILE,844803,PISCO EL GOBERNADOR - MIGUEL TORRES CHILE,7804626930023,0.7,1,40,34.49,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,847533,PRIORAT - SCALA DEI CARTOIXA 2016,640390000015,0.75,1,15,59.99,0
Wine,France Wine,France Rose Wine,FRANCE,870055,COTEAUX VAROIS ROSE - ESTANDON SAINT LOUIS DE PROVENCE 22,3269210252969,0.75,1,12,24.99,0
Wine,France Wine,France Red Wine,FRANCE,943431,CHATEAU LAFITE ROTHSCHILD 2013,,0.75,1,13,1200,0
Wine,France Wine,France Champagne Wine,FRANCE,945261,VEUVE CLICQUOT - ROSE,3049614003417,0.75,1,12.3,101.99,0
Spirits,Vodka,Straight Vodka,CANADA,240,SMIRNOFF - RED LABEL,776103000246,0.375,1,40,13.99,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,2113,RIBERA DEL DUERO - PINGUS 13 15,8437011601070,0.75,1,14,1250,0
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,CANADA,20832,FIREBALL,88004401078,1.75,1,33,44.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,31325,OPEN - SMOOTH RED,63657036082,0.75,1,13,14.99,2
Spirits,Grape and Fruit Brandy,Eau de Vie,AUSTRIA,43018,KIRSCH DRY - SCHLOSS OBERANDRITZ,9005701003009,0.375,1,40,27.99,NA
Wine,France Wine,France Rose Wine,FRANCE,48457,PROVENCE ROSE - CHATEAU LA COSTE VIN DE PROVENCE ORGANIC,3424650011174,0.75,1,12.5,28.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,59425,TWISTED TEA - MANGO TALL CAN,87692016557,0.473,1,5,2.79,NA
Wine,France Wine,France Red Wine,FRANCE,108423,ST EMILION - CHATEAU CHEVAL BLANC 2014,626990305323,0.75,1,13,1200,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,184179,PYUR - VODKA SODA MIXER PACK CAN,626990411581,0.355,12,4.5,21.49,NA
Wine,Italy Wine,Italy Red Wine,ITALY,250991,BAROLO - AZELIA MAGNUM 2010,8032804341029,1.5,1,14.5,215.99,0
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,315945,SLEEMAN - SELECTIONS CAN,,0.355,12,5,21.79,NA
Spirits,Gin,Dry Gin,UNITED KINGDOM,316844,BOMBAY SAPPHIRE - LONDON DRY,620213190000,0.75,1,40,29.49,NA
Spirits,Rum,Amber Rum,JAMAICA,331975,APPLETON ESTATE - SIGNATURE BLEND,621705111145,1.14,1,40,40.49,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,403802,BUNNAHABHAIN - ABHAINN ARAIG,5029704220670,0.7,1,50.8,195.99,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,530675,TINHORN CREEK - GEWURZTRAMINER 2022,624802981031,0.75,1,12.9,22.99,1
Wine,Italy Wine,Italy Red Wine,ITALY,566224,BRUNELLO DI MONTALCINO - ANTINORI PIAN DELLE VIGNE 2014,8001935000303,1.5,1,14,215.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,584581,MISSION HILL - RESERVE PINOT NOIR 2018,776545980144,0.75,1,13,36.99,0
Spirits,Tequila,Blanco/Silver Tequila,MEXICO,8607,CLASE AZUL - PLATA 100 WEBER BLUE AGAVE,81240049547,0.75,1,40,255.99,NA
Wine,France Wine,France Rose Wine,FRANCE,21273,BORDEAUX ROSE - CHATEAU BROWN 2016,3609050822517,0.75,1,13,32.97,NA
Wine,South Africa Wine,South Africa White Wine,SOUTH AFRICA,161626,SAUVIGNON BLANC COLOMBARD - THE WHALE CALLER,6001108049827,0.75,1,12.5,8.97,0
Wine,France Wine,France White Wine,FRANCE,182507,MACON VERZE - DOMAINE THIBERT PERE & FILS 2017,3760163358055,0.75,1,13,40.99,NA
Spirits,Liqueurs,Whiskey Liqueurs,UNITED KINGDOM,201251,GLAYVA,5011311779023,0.75,1,35,43.99,NA
Spirits,Gin,Flavoured Gin,UNITED KINGDOM,452391,HAYMAN'S - SLOE GIN,5021692650132,0.7,1,26,42.99,NA
Wine,Canada - Other,Canada - Other Ice Wine,CANADA,486779,MAGNOTTA - VIDAL ICEWINE 2018,72730545625,0.375,1,10.5,42.99,10
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,632265,CHARDONNAY - MEIOMI 2019,855165005779,0.75,1,13.5,29.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,835348,WAYNE GRETZKY OKANAGAN - CABERNET SYRAH 2021,627167099601,0.75,1,13,19.99,1
Spirits,Tequila,Blanco/Silver Tequila,MEXICO,869479,1800 - SILVER RESERVA,811538010139,0.75,1,40,42.49,NA
Wine,France Wine,France Red Wine,FRANCE,944231,CHATEAU PICHON COMTESSE DE LALANDE 2013,,0.75,1,13,180,0
Wine,Fortified Wine,Other Fortified Import Wine,SOUTH AFRICA,17434,KWV - CAPE TAWNY CLASSIC COLLECTION,748294131115,0.75,1,17.5,10.47,5
Wine,France Wine,France Red Wine,FRANCE,39572,PAUILLAC - CHATEAU LYNCH BAGES 2019,696852113748,0.75,1,13,300,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,59077,GLENLIVET - CARIBBEAN RESERVE,80432115763,0.75,1,40,69.99,NA
Wine,France Wine,France White Wine,FRANCE,76172,BORDEAUX - AILE D'ARGENT 2019,696852113755,0.75,1,13,200,NA
Wine,France Wine,France White Wine,FRANCE,121718,PESSAC LEOGNAN - LA CLARTE DE HAUT BRION BLANC 2017,3609050862414,0.75,1,13,170,NA
Wine,France Wine,France Red Wine,FRANCE,178169,PAUILLAC - CARRUADES DE LAFITE 2017,,0.75,1,13,425,NA
Wine,Germany Wine,Germany White Wine,GERMANY,210807,RIESLING - BREE 2016,84279979816,0.75,1,10,15.49,1
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,225538,MT. BEGBIE BREWING - ATTILA THE HONEY CAN,629216125514,0.355,6,5,13.79,NA
Wine,Sake,Japan Sake,JAPAN,229144,GEKKEIKAN - GOLD JUNMAI SAKE,88320700015,0.72,1,16.7,25.99,0
Wine,Sake,USA Sake,UNITED STATES OF AMERICA,283853,GEKKEIKAN - SAKE,728817199723,18,1,14.6,164.49,NA
Spirits,Vodka,Straight Vodka,NETHERLANDS,371229,NOLET - KETEL ONE,85156211005,1.14,1,40,49.99,0
Wine,France Wine,France Red Wine,FRANCE,390790,PESSAC LEOGNAN - CHATEAU CARBONNIEUX ROUGE 2019,3330251201190,0.75,1,14.5,90,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,433797,SCREW IT! - THE RED,776545500717,4,1,12.5,36.99,1
Spirits,Grape and Fruit Brandy,Eau de Vie,SERBIA,441501,SIMIC - QUINCE BRANDY,8606102124587,0.75,1,40,52.99,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,445356,MALBEC - SANTA JULIA EL BURRO ORGANIC 2022,7791728237290,0.75,1,14.5,25.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,456749,AMARONE CLASSICO - ALLEGRINI 2018,8015822000048,0.75,1,16,99.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,480070,PEATS BEAST - HEAVILY PEATED SINGLE MALT,4006498619805,0.7,1,46,89.97,NA
Wine,France Wine,France White Wine,FRANCE,488613,PULIGNY MONTRACHET 1ER - FAIVELEY LES FOLATIERES 2019,3351003231913,0.75,1,13.5,185.99,0
Wine,France Wine,France Red Wine,FRANCE,626283,CHATEAUNEUF DU PAPE - DOMAINE DE BEAURENARD BOISRENARD 2019,3368881119110,0.75,1,15,135.99,0
Beer,Import Beer,Europe Beer,DENMARK,696773,FAXE AMBER LAGER TALL CAN,5741000110324,0.5,1,5.2,2.69,NA
